author_genres,author_name,book_title,genre_1,genre_2,comb
young adult science fiction fantasy,jennifer anne kogler,the otherworldlies,young adult,paranormal,young adult science fiction fantasy jennifer anne kogler the otherworldlies young adult paranormal
fantasy,cate tiernan,immortal beloved,fantasy,young adult,fantasy cate tiernan immortal beloved fantasy young adult
young adult,wynne channing,what kills me,paranormal,fantasy,young adult wynne channing what kills me paranormal fantasy
young adult science fiction fantasy,nancy holder,crusade,paranormal,young adult,young adult science fiction fantasy nancy holder crusade paranormal young adult
fantasy young adult,parker blue,bite me,fantasy,young adult,fantasy young adult parker blue bite me fantasy young adult
young adult,j.a. london,darkness before dawn,paranormal,young adult,young adult j.a. london darkness before dawn paranormal young adult
young adult,rashelle workman,blood and snow,paranormal,fantasy,young adult rashelle workman blood and snow paranormal fantasy
science fiction fantasy,ellen datlow,teeth  vampire tales,paranormal,short stories,science fiction fantasy ellen datlow teeth  vampire tales paranormal short stories
literature fiction,david sosnowski,vamped,paranormal,fantasy,literature fiction david sosnowski vamped paranormal fantasy
science fiction fantasy young adult,meredith ann pierce,the darkangel,young adult,fantasy,science fiction fantasy young adult meredith ann pierce the darkangel young adult fantasy
young adult,pete hautman,sweetblood,young adult,paranormal,young adult pete hautman sweetblood young adult paranormal
young adult,b. kristin mcmichael,the legend of the blue eyes,fantasy,fantasy,young adult b. kristin mcmichael the legend of the blue eyes fantasy fantasy
fantasy,karpov kinrade,vampire girl,fantasy,paranormal,fantasy karpov kinrade vampire girl fantasy paranormal
young adult,kaitlyn davis,ignite,fantasy,young adult,young adult kaitlyn davis ignite fantasy young adult
science fiction fantasy young adult,alex duval,bloodlust,paranormal,young adult,science fiction fantasy young adult alex duval bloodlust paranormal young adult
romance,tate hallaway,almost to die for,paranormal,young adult,romance tate hallaway almost to die for paranormal young adult
manga,kazuko furumiya,bloody kiss  vol. 01,sequential art,paranormal,manga kazuko furumiya bloody kiss  vol. 01 sequential art paranormal
children s books young adult,mary downing hahn,look for me by moonlight,young adult,paranormal,children s books young adult mary downing hahn look for me by moonlight young adult paranormal
children s books fantasy,justin somper,demons of the ocean,fantasy,paranormal,children s books fantasy justin somper demons of the ocean fantasy paranormal
young adult,douglas rees,vampire high,young adult,paranormal,young adult douglas rees vampire high young adult paranormal
fantasy,ruth watson-morris,katania & kathos,young adult,fantasy,fantasy ruth watson-morris katania & kathos young adult fantasy
literature fiction,katie maxwell,got fangs?,paranormal,young adult,literature fiction katie maxwell got fangs? paranormal young adult
paranormal,alys arden,the casquette girls,young adult,fantasy,paranormal alys arden the casquette girls young adult fantasy
science fiction fantasy,lucienne diver,vamped,paranormal,young adult,science fiction fantasy lucienne diver vamped paranormal young adult
young adult,kristi cook,haven,young adult,fantasy,young adult kristi cook haven young adult fantasy
comics graphic novels science fiction fantasy,akihisa ikeda,rosario+vampire  vol. 1,sequential art,paranormal,comics graphic novels science fiction fantasy akihisa ikeda rosario+vampire  vol. 1 sequential art paranormal
literature fiction children s books,catherine jinks,the reformed vampire support group,paranormal,young adult,literature fiction children s books catherine jinks the reformed vampire support group paranormal young adult
young adult,morgan rice,turned,paranormal,young adult,young adult morgan rice turned paranormal young adult
manga humor and comedy paranormal,yuna kagesaki,chibi vampire  vol. 01,sequential art,paranormal,manga humor and comedy paranormal yuna kagesaki chibi vampire  vol. 01 sequential art paranormal
young adult,charlotte blackwell,immortal embrace  embrace series book 1,paranormal,fantasy,young adult charlotte blackwell immortal embrace  embrace series book 1 paranormal fantasy
young adult,brian meehl,suck it up,paranormal,young adult,young adult brian meehl suck it up paranormal young adult
romance science fiction fantasy short stories,trisha telep,the eternal kiss  13 vampire tales of blood and desire,paranormal,young adult,romance science fiction fantasy short stories trisha telep the eternal kiss  13 vampire tales of blood and desire paranormal young adult
young adult,mari mancusi,boys that bite,paranormal,young adult,young adult mari mancusi boys that bite paranormal young adult
young adult science fiction fantasy,rebecca maizel,infinite days,paranormal,young adult,young adult science fiction fantasy rebecca maizel infinite days paranormal young adult
young adult,marlene perez,dead is the new black,young adult,fantasy,young adult marlene perez dead is the new black young adult fantasy
science fiction fantasy,kimberly pauley,sucks to be me  the all true confessions of mina hamilton  teen vampire (maybe),paranormal,young adult,science fiction fantasy kimberly pauley sucks to be me  the all true confessions of mina hamilton  teen vampire (maybe) paranormal young adult
comics graphic novels,young kim,twilight  the graphic novel  vol. 1,sequential art,young adult,comics graphic novels young kim twilight  the graphic novel  vol. 1 sequential art young adult
science fiction fantasy,alyxandra harvey,my love lies bleeding,paranormal,young adult,science fiction fantasy alyxandra harvey my love lies bleeding paranormal young adult
literature fiction mystery,elizabeth haynes,into the darkest corner,thriller,mystery,literature fiction mystery elizabeth haynes into the darkest corner thriller mystery
fiction chick lit,liane moriarty,the husband's secret,fiction,mystery,fiction chick lit liane moriarty the husband's secret fiction mystery
thrillers,eileen thornton,the trojan project,thriller,horror,thrillers eileen thornton the trojan project thriller horror
thriller mystery,alcatraz dey,the serpentine scrolls,thriller,see top shelves…,thriller mystery alcatraz dey the serpentine scrolls thriller see top shelves…
